titre,nom,stars,localisation,nb_reviews,date_review,date_experience,comment
This process was very fast and every…,Gale,Rated 5 out of 5 stars,US,1 review,2018-11-17T12:55:06.000Z,,This process was very fast and every step perfect. We had our phone the next day! Thank you Asurion Team!
Your company and employees also…,SHERRI S,Rated 5 out of 5 stars,US,2 reviews,2018-11-17T12:45:58.000Z,,"Your company and employees also Verizon's went above and beyond for me. Also very kind, polite and professional. I received my new phone in less than 24hours"
It was fast and they where very…,HORTENSIA A,Rated 5 out of 5 stars,US,1 review,2018-11-17T12:05:49.000Z,,It was fast and they where very friendly thank you
Great service after the WAIT…,Michael,Rated 4 out of 5 stars,US,1 review,2018-11-17T11:41:54.000Z,,The system was down during my replacement process and the online platform didn't ’t tell me! I had to discover that after calling in and holding on the phone for a bit to be told I need to call back in a few hours. It would be great if the online form would alert you that the system is updating and to check back later.
My only complaint was that the phone…,Curt,Rated 4 out of 5 stars,US,1 review,2018-11-17T11:18:54.000Z,,My only complaint was that the phone has to be delivered next day and of course FEDEX came very late 5-6 pm.
My experience was great and I am so…,MELINDA R,Rated 5 out of 5 stars,US,1 review,2018-11-17T11:14:45.000Z,,My experience was great and I am so happy I was able to get my phone in 24 hours of our call.
Quick and easy,David,Rated 5 out of 5 stars,US,1 review,2018-11-17T10:18:30.000Z,,
Excellent,Stephen,Rated 5 out of 5 stars,US,2 reviews,2018-11-17T05:48:37.000Z,,Fast and good  service
New phone was delivered in 24 hours,Mandi,Rated 5 out of 5 stars,US,1 review,2018-11-17T04:38:03.000Z,,New phone was delivered in 24 hours. Great service!
Easy process from start to finish.,John,Rated 5 out of 5 stars,US,1 review,2018-11-17T04:07:29.000Z,,
Had my replacement phone the next day!!,Kim,Rated 5 out of 5 stars,US,1 review,2018-11-17T04:06:05.000Z,,
Service was excellent.,WILLIAM K,Rated 5 out of 5 stars,US,1 review,2018-11-17T03:58:52.000Z,,
Pretty quick and easy,EMILY K,Rated 4 out of 5 stars,US,1 review,2018-11-17T03:51:02.000Z,,Pretty quick and easy. Thanks
You were very helpful!,SANDRIA M,Rated 4 out of 5 stars,US,1 review,2018-11-17T03:38:55.000Z,,
Great service,Dwayne Pace ,Rated 5 out of 5 stars,US,1 review,2018-11-17T03:38:00.000Z,,Great service.  Thank you
Super fast response and device…,DEVIN A,Rated 5 out of 5 stars,US,1 review,2018-11-17T03:29:56.000Z,,Super fast response and device replacement. No hassling and easy instructions for transferring service.
Excellent service,Gail,Rated 5 out of 5 stars,US,6 reviews,2018-11-17T02:46:34.000Z,,Asurion replaced my daughter's phone promptly.
I was very pleased with receiving my…,Beth,Rated 5 out of 5 stars,US,2 reviews,2018-11-17T02:37:51.000Z,,I was very pleased with receiving my phone so quick and it being a smooth switch. Did not loose any pictures or phone numbers. Did not go as well a few years ago. AT&T in windham Maine helped with switching everything over. The guy that helped was awesome!  Thanks again
I highly recommend asurion.its fast and…,OMAR L,Rated 5 out of 5 stars,US,1 review,2018-11-17T02:27:18.000Z,,I highly recommend asurion.its fast and easy to install!
Asurion is the ONLY way to go!,MARK C,Rated 5 out of 5 stars,US,1 review,2018-11-17T02:25:31.000Z,,
Fast service,VIN G,Rated 5 out of 5 stars,US,1 review,2018-11-17T02:24:45.000Z,,
Fast Repsonse,MLW,Rated 5 out of 5 stars,US,1 review,2018-11-17T02:24:16.000Z,,Response is fast and my replacement came in the next day.Technician has follow up with patience and walk me through the set up process. Much appreciated
Tech support after receiving the…,PAUL V,Rated 4 out of 5 stars,US,1 review,2018-11-17T02:21:49.000Z,,Tech support after receiving the replacement phone was a great help in getting up and running.
Asurion did great -- Verizon is the problem.,KATHY L,Rated 4 out of 5 stars,US,1 review,2018-11-17T02:20:29.000Z,,"Asurion did great. The Verizon customer service folks were the issue. Phone is broken, they tell us we have to call Asurion -- with what? The phone is broken.just one question.  Is the replacement phone we're using now -- is that covered by the same insurance that we still pay each month -- or is Verizon just ripping us off?"
Fast,CHRIS G,Rated 5 out of 5 stars,US,1 review,2018-11-17T02:13:23.000Z,,"Fast, very easy to deal with, friendly staff. Replacement phone was in my hand less then 24 hours later."
Good customer service but needed Verizon to fix the problem.,Susan,Rated 3 out of 5 stars,US,4 reviews,2018-11-17T02:01:04.000Z,,Good customer service but had to refer me to Verizon to get my new iPhone activated.  Spent 97+ minutes on the phone doing the activation!
Easy to work with,Mr. Mark Kaiser,Rated 5 out of 5 stars,US,4 reviews,2018-11-17T01:52:14.000Z,,Easy to work withThanks
Great Service hassle free appreciate…,Moommbi,Rated 5 out of 5 stars,US,1 review,2018-11-17T01:44:07.000Z,,Great Service hassle free appreciate the quick response to my issue...☺
Always a great experience,Darrell,Rated 5 out of 5 stars,US,1 review,2018-11-17T01:39:10.000Z,,
Honestly this was the easiest and…,Jes S,Rated 5 out of 5 stars,US,1 review,2018-11-17T01:32:33.000Z,,Honestly this was the easiest and quickest dealing I have ever had with replacing a broken phone. I literally filled out the online form at 8 PM EST and had the phone in my hand less than 24 hrs later.
My phone was stolen,G.L. Chicago,Rated 5 out of 5 stars,US,1 review,2018-11-17T01:30:30.000Z,,"My phone was stolen, and I received my phone next day! Fast service, worth having insurance."
Great service!,KENNETH T,Rated 5 out of 5 stars,US,1 review,2018-11-17T01:27:27.000Z,,Great service!!  Had a replacement phone the very next day!
Was fast love it,JEFFREY S,Rated 5 out of 5 stars,US,1 review,2018-11-17T01:21:20.000Z,,
Everything was really good.,ERNESTO S,Rated 5 out of 5 stars,US,1 review,2018-11-17T01:15:26.000Z,,
Great SErvice,TAMMY M,Rated 5 out of 5 stars,US,1 review,2018-11-16T23:46:14.000Z,,Great service!
Thank you so much,MOHAMMAD A,Rated 5 out of 5 stars,US,1 review,2018-11-16T22:56:13.000Z,,
"Fast, professional service",MARIAN D,Rated 5 out of 5 stars,US,1 review,2018-11-16T22:26:23.000Z,,Fast service. Asurion replaced my phone the next business day. No down time. Highly reccommend Asurion.
Increase in replacement amount seemed a…,Mary Goldman-Weston,Rated 4 out of 5 stars,US,2 reviews,2018-11-16T20:35:29.000Z,,Increase in replacement amount seemed a little high
Great service,David,Rated 5 out of 5 stars,US,3 reviews,2018-11-16T19:35:08.000Z,,
During a difficult loss when my car was…,Jackie Harville ,Rated 5 out of 5 stars,US,1 review,2018-11-16T19:28:14.000Z,,"During a difficult loss when my car was broken into (car window shattered, vechicle damage, purse stolen, wiped out my checking account using my debit card, used my credit cards, stole items out of car, etc) I appreciate the speedy claim process and no hassle in getting my replacement phone.  Thank you very much!"
Percussion and excellence,ASHTEN,Rated 5 out of 5 stars,US,1 review,2018-11-16T17:54:02.000Z,,"Easy to get help. Very friendly, efficient, and reliable. Made the problem we had get solved so quick and easy."
Very friendly and fast,ROBIN G,Rated 5 out of 5 stars,US,1 review,2018-11-16T16:58:05.000Z,,Very friendly and fast. Service.just need better instruction on how to put card into phone.
They always got me covered!,Shirley,Rated 5 out of 5 stars,US,1 review,2018-11-16T16:38:36.000Z,,
Thanks,CYNTHIA F,Rated 5 out of 5 stars,US,2 reviews,2018-11-16T14:10:53.000Z,,I appreciate the rep came to my house and tried to fix the phone and then explained what to do because phone could not be repaired and the rep on the phone I talked to was very helpful and made sure I was taken care of overall everyone was great and took care to make this an overall great experience.
iphone8,Cory,Rated 4 out of 5 stars,US,1 review,2018-11-16T14:04:40.000Z,,the shipping was longer then the said time frame of 1-2 days. arrived at 5-7 days but all in all it was a very good product.
Went great,TERESEA M,Rated 5 out of 5 stars,US,1 review,2018-11-16T13:53:57.000Z,,Went great!  Made the claim one day and got a new phone the next!
Initially,BRIDGET N,Rated 4 out of 5 stars,US,1 review,2018-11-16T13:32:39.000Z,,"Initially, the original device was replaced with an inferior make and model that was so obscure, there was no available protective case we could purchase for it. When I complained, Asurion replaced it with a more comparable one. Service is quick, I just wish it had been replaced with the appropriate model from the start. The garbage phone that was sent the first time made me feel like I was being taken advantage of."
the process and help over the phone was…,MELISSA B,Rated 5 out of 5 stars,US,1 review,2018-11-16T13:23:11.000Z,,the process and help over the phone was seamless
Great service in getting the new phone…,DANIEL L,Rated 5 out of 5 stars,US,1 review,2018-11-16T13:09:37.000Z,,"Great service in getting the new phone and thanks for giving us extra time to turn off the ""find my iphone""."
Good job got my phone in No time and…,Meriam,Rated 5 out of 5 stars,US,1 review,2018-11-16T13:00:37.000Z,,Good job got my phone in No time and great service %100 satisfied
Everything is good except the package…,Ashley,Rated 4 out of 5 stars,US,1 review,2018-11-16T12:48:48.000Z,,Everything is good except the package should be signature required.
Great service,BENJAMIN BUTLER JR,Rated 5 out of 5 stars,US,1 review,2018-11-16T12:31:51.000Z,,Great service ! Thank you
Quick and easy process.,Stacey,Rated 5 out of 5 stars,US,1 review,2018-11-16T12:11:57.000Z,,
They were fast and efficient.,Merriel,Rated 5 out of 5 stars,US,1 review,2018-11-16T11:53:27.000Z,,
Service was solid,SCOTT S,Rated 4 out of 5 stars,US,1 review,2018-11-16T11:11:36.000Z,,Service was solid. Only issue was that it took too long to replace phone since it was not in stock. Fortunately for me the phone was functional. If not it would have been a HUGE problem.
Everything great..Thank You!!!,Eva ,Rated 5 out of 5 stars,US,1 review,2018-11-16T10:27:47.000Z,,
Great interaction,Joan,Rated 4 out of 5 stars,US,1 review,2018-11-16T09:50:56.000Z,,"Great interaction, thus far. My major concern is not having to deal with a refurbished phone."
Fast service and convenient,Keila,Rated 5 out of 5 stars,US,1 review,2018-11-16T06:49:30.000Z,,I was able to do my claim online satisfied with the fast arrival.
I am excited to have the replacement…,Judith,Rated 4 out of 5 stars,US,3 reviews,2018-11-16T04:36:03.000Z,,I am excited to have the replacement phone.   I appreciate AT&T’s help.  It did take 5 days to get the replacement phone.  I appreciate the additional protection since my phone was stolen.  Thank you!
Att service didn't allow my past word…,Gm,Rated 5 out of 5 stars,US,1 review,2018-11-16T04:32:35.000Z,,Att service didn't allow my past word to work . After trying 2 weeks Asurion allowed me to get my phone . tks
Very accommodating and helpful,DEBORAH B,Rated 5 out of 5 stars,US,1 review,2018-11-16T04:31:42.000Z,,Very accommodating and helpful. Quick response.
Handled my claim fast and efficient.,Rodney,Rated 5 out of 5 stars,US,3 reviews,2018-11-16T04:27:58.000Z,,
Fast and essy my tablet was replaced…,Armando,Rated 5 out of 5 stars,US,1 review,2018-11-16T04:13:13.000Z,,"Fast and essy my tablet was replaced ,Thank You ."
Vert fast service,Monica,Rated 5 out of 5 stars,US,1 review,2018-11-16T04:00:18.000Z,,
Very helpful and quick,Raul,Rated 5 out of 5 stars,US,1 review,2018-11-16T03:58:40.000Z,,
I dropped my phone in a parking lot on…,JEFFREY S,Rated 5 out of 5 stars,US,1 review,2018-11-16T03:57:19.000Z,,"I dropped my phone in a parking lot on Maui on Tuesday. Yes, that Maui. I went online when I got back to where we were staying and made a claim. Our flight out was on Wednesday,  a new phone was at my house before I got there. Sadly, my downloaded movies went to internal storage, and the inflight service was the pits."
Awesome experience,CARLOS M,Rated 5 out of 5 stars,US,2 reviews,2018-11-16T03:50:07.000Z,,
"Only issue is the ""inflatable mailer""…",Linda,Rated 4 out of 5 stars,US,1 review,2018-11-16T03:43:04.000Z,,"Only issue is the ""inflatable mailer"" was not included in my box to return the defective phone.  I guess I'll do my best to safely package the loose phone in the big box they sent the replacement in"
Quick easy transaction.,ELEANOR L,Rated 5 out of 5 stars,US,1 review,2018-11-16T03:42:49.000Z,,
Great experience,ELIZABETH H,Rated 5 out of 5 stars,US,1 review,2018-11-16T03:35:45.000Z,,"Easy, efficient , hassle-free"
Great and fast service!,POP808,Rated 5 out of 5 stars,US,1 review,2018-11-16T03:21:44.000Z,,Great and fast service!!  Thank you.
Prompt,SCOTT M,Rated 5 out of 5 stars,US,1 review,2018-11-16T03:21:29.000Z,,"Prompt, easy to use, reliable."
Excellent Phone Replacement!,RAYMOND S,Rated 5 out of 5 stars,US,1 review,2018-11-16T03:20:52.000Z,,The phone replacement with Asurion was excellent! I had no problems with Asurion in the process.
Fast and timely delivery,Galvarina,Rated 5 out of 5 stars,US,1 review,2018-11-16T03:18:09.000Z,,Fast and timely delivery. Straightforward on getting replacement device working.
Claims process,Moments By Luici,Rated 5 out of 5 stars,US,1 review,2018-11-16T03:00:26.000Z,,Quick and easy...
Easy and helpful customer service,YELENA V,Rated 5 out of 5 stars,US,1 review,2018-11-16T02:47:12.000Z,,Easy and helpful customer service . Thanks
Replacement works great,Chris,Rated 5 out of 5 stars,US,1 review,2018-11-16T02:45:38.000Z,,
Good,Corretta,Rated 4 out of 5 stars,US,1 review,2018-11-16T02:33:09.000Z,,"Good, solid service"
Thumbs up,Amy Jane Asato,Rated 5 out of 5 stars,US,2 reviews,2018-11-16T02:31:57.000Z,,I was very happy with the support from asurion when my phone died from water exposure they were the only good thing that I experienced
Tie representative was very helpful and…,Johnnie,Rated 5 out of 5 stars,US,2 reviews,2018-11-16T02:28:45.000Z,,Tie representative was very helpful and made my process easy.
Great service,"To Go Stores, Inc.",Rated 5 out of 5 stars,PR,1 review,2018-11-16T02:24:46.000Z,,
Better then buying a new phone,VINCENT C,Rated 5 out of 5 stars,US,1 review,2018-11-16T02:18:05.000Z,,
