titre,nom,stars,localisation,nb_reviews,date_review,date_experience,comment
Phone came in one day Great.,TONY H,Rated 5 out of 5 stars,US,1 review,2018-03-12T13:59:06.000Z,,
Asurion has amazing customer service,CARMELL O,Rated 5 out of 5 stars,US,2 reviews,2018-03-12T13:32:36.000Z,,Asurion has amazing customer service! My phone was shipped to me the next day.
5 stars,ETHEL C,Rated 5 out of 5 stars,US,1 review,2018-03-12T13:28:41.000Z,,Very help. My son's phone was stolen and Asurion was very helpful in helping replace it.  Very prompt.
Very easy and fast,A Hebert,Rated 5 out of 5 stars,US,1 review,2018-03-12T13:09:37.000Z,,Very easy and fast.  No issues at all.
Easy Process,Garry Newman,Rated 5 out of 5 stars,US,1 review,2018-03-12T12:25:18.000Z,,Once I contacted Asurion I had a replacement phone in 2 days. Easy process.
Excellent service!!,LEON H,Rated 5 out of 5 stars,US,1 review,2018-03-12T12:03:37.000Z,,
Fast,CLAUDIA A,Rated 5 out of 5 stars,US,1 review,2018-03-12T11:54:05.000Z,,"Fast, easy service. Received my replacement over night. Instructions to activate were very user friendly."
Excellent and great attention .,CARLOS H,Rated 5 out of 5 stars,US,1 review,2018-03-12T10:34:46.000Z,,
You did your job wonderfully.,ERIC P,Rated 5 out of 5 stars,US,1 review,2018-03-12T07:42:00.000Z,,
Excellent service,MICHAEL T,Rated 5 out of 5 stars,US,1 review,2018-03-12T06:33:04.000Z,,Excellent service. Needed phone asap and received it the next day even though ordered it after 9pm the previous evening!! Awesome!! Thanks!!
exselent sevice,JOSE D,Rated 5 out of 5 stars,US,1 review,2018-03-12T05:21:59.000Z,,
Great service,KEELIN D,Rated 5 out of 5 stars,US,1 review,2018-03-12T05:18:51.000Z,,Had a weird situation with a phone exploding. Company worked with me to where I was able to send the phone to the manufacturer to be properly compensated with no penalty towards me. Really appreciated the understanding from all the insurance employees I talked to. Thanks again.
The experience could not have gone more…,Paul Donnelly,Rated 5 out of 5 stars,US,2 reviews,2018-03-12T05:16:17.000Z,,"The experience could not have gone more smoothly, Directions were clear, the staff I spoke with on the phone were patient and helpful. The new phone came the next day as promised and I was up an running again immediately."
My new phone came in 24 hours,BRIANNA B,Rated 4 out of 5 stars,US,1 review,2018-03-12T05:14:25.000Z,,My new phone came in 24 hours. I’m having a couple issues with the home button and the keyboard. I can’t tell if it’s the phone or the update so I’m waiting for the next update to be sure. Of course it’s been 30 days so I can’t return the phone.
So so so glad I got the warranty!!!,DANA G,Rated 5 out of 5 stars,US,4 reviews,2018-03-12T03:38:27.000Z,,I dropped my iPhone and it just stopped working.  No broken screen or exterior damage...just stopped working.  I remembered that I had the extended warranty which I have been paying for monthly they Verizon.  I submitted the claim directly thru a link on My Verizon and had a replacement iPhone by 11am the next day (which was a Saturday).  It really was that easy.  I honestly am still kinda shocked.  I was expecting them to come up with some excuse as to why the cell wasn’t covered...but none of that occurred.  I will never doubt buying the warranty again!
From the moment I spoke with the young…,NORA A,Rated 5 out of 5 stars,US,2 reviews,2018-03-12T02:13:55.000Z,,From the moment I spoke with the young man on the phone it was a pleasant experience  replacing my phone. I'm old school and  new technology scares me and it was made easy for me. I'm glad for Asurion  because to replace phones is so expensive. I'm also thankful for giving me a better rate on my multitude phones insurance.  You could give me a  better one! Thank you !
Make sure you have everything you need to file a claim.,ERYC,Rated 4 out of 5 stars,US,1 review,2018-03-12T01:49:11.000Z,,"If the process is started on line and not finished fast enough your system records a claim being submitted even with out all info needed. Opening and trying again only adds to the mix of confusion.  It took several calls to get the claim settled because of the ""earlier claim""Once the confusion was figured out the process was efficient and prompt.I'm glad I had the insurance."
Hassle free transaction,JEFFREY B,Rated 5 out of 5 stars,US,1 review,2018-03-12T01:24:11.000Z,,Hassle free transaction.  Had our new phone within 24 hours.
They were great very helpful  and polite,DAVID G,Rated 5 out of 5 stars,US,1 review,2018-03-12T01:19:02.000Z,,
Very happy with results of the exchange.,MOWERY E,Rated 5 out of 5 stars,US,1 review,2018-03-12T01:17:39.000Z,,
Terrible 2nd experience with them,Anthony Marlo,,US,1 review,2018-03-12T01:14:40.000Z,,"Terrible 2nd experience with them, second time I've sent in my broken phone covered under thier insurance. Received another broken/faultly phone in return. Customer service is about 50/50 on pleasentness though they all blatently lie or do not understand what they're telling you(I.e. James employee #145699) . Expect to be lied too mutiple times, be called a liar/talked over, and lastly accused of fraud. Very unprofessional and untruthful overall. Thank God my phone is almost paid off and I will no longer need them."
Easy  process,Jennie R,Rated 5 out of 5 stars,US,1 review,2018-03-12T01:10:29.000Z,,Easy  process.  No complaints.
Fast & Easy,JESSICA D,Rated 5 out of 5 stars,US,1 review,2018-03-12T01:02:47.000Z,,Fast and easy process. Phone works great. Could not be happier :)
S8+ replacement,Matt,Rated 4 out of 5 stars,US,1 review,2018-03-12T01:02:13.000Z,,The service and product were great. Would have given 5 stars but I think the $200 deductable for an s8+ or any phone is a lot when you pay monthly insurance.
I received a phone that the speaker…,ILANA P,Rated 2 out of 5 stars,US,1 review,2018-03-12T00:58:29.000Z,,I received a phone that the speaker didn't work. I tried to have it replaced and the first agent I talked to wanted me to do a hard reset on it. I didn't have another device to back it up to. I eventually hung up on him because I wasn't willing to lose all of my pics due to getting a defective device. Days later I called back again and had an amazing representative who sent me another replacement without making me lose all of my info. It's too bad I didn't get to talk to her In  the first place.
Great company,JN,Rated 5 out of 5 stars,US,2 reviews,2018-03-12T00:53:33.000Z,,
You did a great job,ALMA K,Rated 5 out of 5 stars,US,1 review,2018-03-12T00:52:06.000Z,,You did a great job.  The process was fairly easy and was certainly understandable.
In such an unfortunate situation this…,LORRAINE J,Rated 5 out of 5 stars,US,1 review,2018-03-12T00:43:10.000Z,,"In such an unfortunate situation this process was very user friendly,. Within a day we had the phone and all was well. Thank you"
Fast service,T. Moore,Rated 5 out of 5 stars,GB,2 reviews,2018-03-12T00:39:37.000Z,,The whole transaction went smooth!
Great and easy also received my phone…,ALFONSO R,Rated 5 out of 5 stars,US,1 review,2018-03-12T00:25:57.000Z,,Great and easy also received my phone by next business day
Awesome outcome,IRVING A,Rated 5 out of 5 stars,US,1 review,2018-03-12T00:21:38.000Z,,
Went smoothly.,JESSICA Q,Rated 5 out of 5 stars,US,1 review,2018-03-12T00:19:39.000Z,,
The service was expedient,KEVIN G,Rated 3 out of 5 stars,US,1 review,2018-03-12T00:19:31.000Z,,The service was expedient. And the phone works great
Good job!,Customer,Rated 5 out of 5 stars,US,1 review,2018-03-12T00:08:14.000Z,,They did a great job! Clear communication and fast delivery.
Phone service,VALENTE A,Rated 4 out of 5 stars,US,2 reviews,2018-03-11T23:18:08.000Z,,"Good and fast service, a little pricey since I have been paying insurance for last couple of years. But fast service"
great,AUBREY C,Rated 5 out of 5 stars,US,1 review,2018-03-11T23:11:57.000Z,,"great, would totally recommend"
Everything was perfect,BOGNA P,Rated 5 out of 5 stars,US,2 reviews,2018-03-11T22:22:06.000Z,,
Did an awesome job,JAMES C,Rated 5 out of 5 stars,US,1 review,2018-03-11T22:11:06.000Z,,
They delivered on time and very nice…,MICHELLE T,Rated 5 out of 5 stars,US,1 review,2018-03-11T22:01:11.000Z,,They delivered on time and very nice customer service!
VERY prompt service,JENNIFER S,Rated 5 out of 5 stars,US,1 review,2018-03-11T20:59:28.000Z,,VERY prompt service! No complaints what so ever
Great customer service!,JAY W,Rated 5 out of 5 stars,US,1 review,2018-03-11T20:34:56.000Z,,
The delivery great yet color of phone unavailable.,MIGUEL G,Rated 4 out of 5 stars,US,1 review,2018-03-11T18:55:13.000Z,,The delivery of the phone was great.  Yet the color of the original phone wasn’t available; gold to red gold.
24 hours,LYLE J,Rated 5 out of 5 stars,US,2 reviews,2018-03-11T18:44:27.000Z,,I had a new phone within 24hours of turning in my claim. Can’t beat that!
A surimi was great when my daughter…,TERIA W,Rated 5 out of 5 stars,US,1 review,2018-03-11T18:17:45.000Z,,A surimi was great when my daughter broke her phone and we received the new one the next day.  I highly recommend!
iphone,Patti S,Rated 4 out of 5 stars,US,1 review,2018-03-11T18:12:10.000Z,,You did good had my phone replaced in one day thank you
I thought the service,raymond r,Rated 5 out of 5 stars,US,1 review,2018-03-11T18:07:53.000Z,,"I thought the service, and the speed at which the claim was taken care of was excellent .."
Took a little longer than…,DOROTHY V,Rated 4 out of 5 stars,US,1 review,2018-03-11T17:36:02.000Z,,Took a little longer than anticipated...but much better than 1-20 yrs ago....lol
Brilliant experience,EDWARD F,Rated 5 out of 5 stars,US,1 review,2018-03-11T17:29:00.000Z,,"Brilliant experience, claimed filed and phone received next day!"
Fast service,BRANDI W,Rated 4 out of 5 stars,US,1 review,2018-03-11T17:14:47.000Z,,Fast delivery
It was my first time it was a great…,YOLANDA G,Rated 5 out of 5 stars,US,2 reviews,2018-03-11T17:13:17.000Z,,It was my first time it was a great experience hassle free
Fast service.,RANDOLPH ,Rated 5 out of 5 stars,US,1 review,2018-03-11T16:12:39.000Z,,
I was very pleased with the out come of…,ANNA Roy,Rated 5 out of 5 stars,US,1 review,2018-03-11T16:12:06.000Z,,"I was very pleased with the out come of my issue.The first representative that I spoke with gave me false info, he might have been new at his job and he was pleasant. The second person was very rude and I didn't care if I even resolved the matter at that point and I said to her thank you and goodbye. The last girl I spoke with was amazing very kind and resolved my problem.Very pleased it all worked out. Thank you so much"
Quick but still painful,Blondie,Rated 5 out of 5 stars,US,2 reviews,2018-03-11T15:21:22.000Z,,"My claim was handled very quickly, and I received my replacement phone through over night delivery.  However, the phone itself was a BIG challenge and I had to go to one of the AT&T phone centers to have their tech(s) transfer my data, software, ETC, to the new device.  They even had trouble getting through the software that was on the new phone in order to make it work.  I was with them for over an hour getting the new phone set up!!  Then I had to come home and change settings throughout the entire device to my preferences!!  It seems there should be a way to transfer what's already on a device to a new device without all the extra effort!!  HOWEVER--your handling of my claim was wonderful!!  Thank you!"
Process was very smooth,MICHAEL E,Rated 4 out of 5 stars,US,1 review,2018-03-11T14:26:43.000Z,,Process was very smooth. Not five stars because the rates went up
My phone was back to me the next day…,Kelly s,Rated 5 out of 5 stars,US,6 reviews,2018-03-11T13:38:49.000Z,,My phone was back to me the next day which was great because I have 3 children that go to school and my phone is part of my job. Great job and easy process.
Amazingly replaced within 24 hours!,Melissa McGinty,,US,2 reviews,2018-03-11T13:03:33.000Z,,Easy to file claim we received the replacement in 24 hours I was very happy! Thank you.
It was the fastest easiest experience…,MARIA I,Rated 5 out of 5 stars,US,1 review,2018-03-11T12:34:09.000Z,,It was the fastest easiest experience I've ever had - thank you!
I was surprised how quick I got my…,JOSE M,Rated 5 out of 5 stars,US,1 review,2018-03-11T12:12:02.000Z,,I was surprised how quick I got my replacement.
You guys are the best fire service and…,NILAY P,Rated 5 out of 5 stars,US,1 review,2018-03-11T12:10:11.000Z,,You guys are the best fire service and quick shipping.A really good customer service center to
Response was quick to the request for a…,DENNIS YOUNG,Rated 5 out of 5 stars,US,2 reviews,2018-03-11T12:04:38.000Z,,Response was quick to the request for a replacement. Website was easy to use
